title,salary,experience,common_employment,works_schedule,working_hours,work_formats,description,date,url,response_link
Системный администратор Unix,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,не указано,"Центр Финансовых Технологий – провайдер современных ИТ-решений для участников финансового рынка РФ. Входит в ТОП-3 крупнейших разработчиков ПО в России.
Вакансия открыта в команде системных администраторов, основная задача команды - обеспечение непрерывности и бесперебойности работы высоконагруженных систем на базе Unix.
Основной задачей нашего нового коллеги будет поддержка существующей инфраструктуры на базе Unix: установка, настройка, эксплуатация серверов, мониторинг производительности, резервное копирование, клонирование и восстановление. А также выполнение задач на стыке администрирования и DevOps: автоматизации процесса разворачивания и сопровождения, участие в развертывании микросервисной инфраструктуры Docker, Kubernetes.
Задачи
сопровождение инфраструктуры на базе OC Oracle Linux, Solaris, виртуальных сред на Oracle VM, KVM, ESXi;
поддержка вверенных серверов и СХД в постоянной доступности;
диагностика, устранение сбоев, обеспечение бесперебойной работы и повышение надежности и доступности эксплуатируемого оборудования;
установка, настройка, эксплуатация серверов, а также мониторинг производительности, резервное копирование, клонирование и восстановление;
работа с запросами (заявками) на обслуживание и взаимодействие со службой поддержки Oracle, Hitachi и т.д;
разработка средств автоматизации процесса сопровождения (задачи на стыке администрирования и DevOps);
разворачивание, сопровождение инфраструктуры для микросервисной архитектуры (Docker, K8S).
Мы ожидаем от кандидата:
опыт администрирования серверов ОС Linux, а также опыт работы с серверами с использованием СХД;
знание:
администрирования NAS, DFS, ZFS,
Cobbler и навыки его использования,
bash, python для автоматизации администрирования;
навыки и опыт работы с:
ПО Gitlab,
Zabbix,
системами развертывания Ansible, Chef, Puppet,
Docker, понимание принципов виртуализации, контейнеризации.
Мы предлагаем:
работу в команде профессионалов с высокой экспертизой в области администрирования Unix-систем и инфраструктурной платформы;
корпоративное обучение и библиотеку профессиональной литературы;
возможности пройти обучение и развивать экспертизу за счет внутренних и внешних конференций и площадок по обмену опытом;
заботу о здоровье: дополнительное медицинское страхование (ДМС);
вдохновляющую корпоративную культуру, корпоративные мероприятия;
корпоративный транспорт из разных точек правого/левого берега Новосибирска, Бердска, Кольцово.",2025-04-04,https://novosibirsk.hh.ru/vacancy/103634059?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=103634059&employerId=8550&hhtmFrom=vacancy
CRM-аналитик,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"Привет! Мы ищем в команду маркетингового анализа CRM-аналитика, который поможет нам выстроить процесс поиска, получения, сравнения и интерпретации данных о пользователях и коммуникациями с ними, сможет настроить основные статистические и аналитические дашборды и усилит команду в области генерации новых коммуникационных гипотез.
Про маркетинг
Маркетинг 2ГИС работает над увеличением аудитории мобильного приложения и веб-сервиса, работает с репутацией и брендом компании. Мы помогаем коммерции находить новых клиентов и общаться с текущими. Развиваем технобренд компании и формируем сообщество разработчиков.
Про CRM-маркетинг
Команда CRM-маркетинга — часть команды продуктового маркетинга. Мы занимаемся всей цепочкой коммуникации с пользователями: пуши, имейл-рассылки, сторис, поп-апы и баннеры. Наши основные цели:
повысить знание о конкретных функциях 2ГИС;
увеличить аудиторию продуктовых сценариев;
работать над сокращением оттока пользователей из приложения.
Какие задачи предстоит решать
Сегментация аудитории и поиск сегментов для отправки коммуникаций;
Анализ маркетинговых кампаний: оценка эффективности, A/B-тестирование, рекомендации по улучшению;
Подготовка регулярных отчетов и дашбордов по ключевым метрикам в CRM.
Что ждём по хард-скиллам
Ожидаемые:
Опыт работы CRM-аналитиком или на смежной роли от 1-2 лет;
Уверенный SQL;
Опыт работы с BI-инструментами;
Опыт работы с данными в python (pandas, numpy и т.д.);
Базовый мат.стат на уровне понимания выборки, генеральной совокупности и проверки значимости разницы между выборками.
Будет плюсом:
Опыт применения ML моделей;
Какой-либо опыт в ETL;
Опыт построения CJM и аналитики поведения пользователей.
Что ждём по софт-скиллам
Идеальный кандидат в нашей вселенной:
Может найти общий язык с коллегами разных уровней и из разных подразделений;
Умеет аргументированно отстаивать свою точку зрения;
Не боится совершать ошибки, но всегда делает из них выводы;
Фанатично настроен на результат, а не на процесс;
Имеет в загашнике несколько вариантов решения, помимо основного.
Ещё про работу в 2ГИС
У нас гибкий рабочий график. Можно работать в офисе (Москва, Питер, Новосибирск) или удалённо из любой точки мира.
Официальная белая зп два раза в месяц, ДМС.
Участие в конференциях и тренингах.
2ГИС — аккредитованная IT-компания.
Трудоустройство с первого дня, полное соблюдение ТК РФ.
Специальные условия по ипотеке от Сбербанка.
Сберпрайм: доступ к 12 сервисам с выгодой до 5000 рублей в месяц.
Льготы, бонусы и корпоративные скидки от партнеров компании.",2025-04-04,https://novosibirsk.hh.ru/vacancy/119142510?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119142510&employerId=64174&hhtmFrom=vacancy
Специалист по автоматизации информационных систем,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,"В команду сопровождения системных платформ открыта вакансия специалиста по автоматизации.
ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ:
Автоматизация рутинных задач ИТ-инфраструктуры;
Сопровождение библиотеки скриптов и playbook'ов автоматизации;
Участие в сопровождении ИТ-инфраструктуры;
Ведение документации.
ЧЕГО МЫ ОЖИДАЕМ:
Знания экосистемы Linux, особенно RPM-based: конфигурирование, автоматизация задач;
Опыт программирования на скриптовых языках: Python, Bash, PowerShell;
Знание принципов работы с GIT;
Уверенное владение инструментами управления конфигурациями: Ansible или иные;
Базовое понимание принципов работы локальных и глобальных сетей (знание модели OSI, стека протоколов TCP/IP, маршрутизации);
Понимание принципов работы REST API, ActiveDirectory/LDAP, PKI, DNS;
Технический английский.
БУДЕТ ПЛЮСОМ:
Опыт разработки решений для автоматизации процессов ИТ-инфраструктуры;
Знание продуктов и технологий из списка: AWX, GitLab, Docker, Kubernetes, VMware, базовая инфраструктура домена Microsoft – AD, DNS, DHCP;
Опыт совместной работы с командой разработчиков.
ЧТО ТЕБЯ ЖДЕТ:
Официальное оформление с первого дня – наша IT-компания аккредитована;
Развитие профессиональной экспертизы: ты сможешь обучаться и посещать конференции и митапы за счёт Банка;
Классная команда – мы за радость общения и дружбу в коллективе;
Комфортный офис – у нас уютные рабочие пространства, комнаты отдыха с настольным теннисом, кикером, плойкой и другими плюшками;
Коворкинги в Сочи и на Алтае – туда можно отправиться поработать и отдохнуть в режиме 4/3 за счёт Банка;
Более 50 социальных программ – ДМС со стоматологией и страхованием от несчастных случаев и болезней, изучение английского, софинансирование летнего, зимнего и тематического отпуска, уникальные условия по продуктам и услугам Банка;
Забота о детях: мы проводим праздники и экскурсии для детей наших сотрудников, софинансируем частный детский сад, отдых в лагере и подготовку к экзаменам;
Много спорта: у нас есть клубы и секции, можно заниматься любым спортом за счёт Банка и участвовать в корпоративных турнирах и чемпионатах. Также мы софинансируем коллегам абонементы в фитнес-клубы;
Вовлеченность, комфорт и свобода. У нас минимум бюрократии, нет дресс-кода, гибкое начало и завершение рабочего дня;
Самая яркая корпоративная культура – летние IT-фесты, путешествия по России и за её пределами!",2025-04-03,https://novosibirsk.hh.ru/vacancy/116856834?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=116856834&employerId=5390761&hhtmFrom=vacancy
Менеджер по внедрению ИИ-решений и интеллектуальных агентных систем,не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,"В команду Сибирского банка Сбера мы ищем специалиста, который будет развивать ИТ-ландшафт территориального банка и внедрять интеллектуальные агентные системы в существующие процессы.
Наша цель – ускорить ИИ-трансформацию Сибирского банка благодаря централизованной разработке прототипов ИИ-агентов в бизнес-сценариях.
ОБЯЗАННОСТИ
исследование, тестирование и внедрение ИИ решений на основе ИИ
взаимодействие с продуктовыми командами и бизнес-партнерами, разработчиками, тестировщиками, архитекторами ПО
формирование и оценка предложений по внедрению лучших мировых практик, ИИ, инновационных методик, техник и инструментов в систему КПЭ процессов и клиентских путей
поддержка масштабирования успешных прототипов интеллектуальных агентных систем в процессах банка
мониторинг исполнения планов редизайна клиентских путей и процессов блока
формирование и поддержка сообщества по внедрению интеллектуальных агентных систем в процессы банка
подготовка отчётности и презентаций для руководства о результатах внедрения ИИ-трансформации
оценка и расчёт экономического эффекта от реализации проектов ИИ-трансформации.
ТРЕБОВАНИЯ
высшее образование в области ИТ (техническое/информационные/ компьютерные технологии/физико-математическое/экономическое)
знание принципов и процессов управления проектами, методологии Agile
умение эффективно приоритизировать задачи и управлять проектами в условиях многозадачности
аналитическое мышление, ответственность, ориентация на результат
опыт работы с SQL, Python, Hadoop и Spark
опыт разработки приложений с ИИ
уверенное владение офисным ПО, особенно табличными процессорами (Microsoft Office, LibreOffice, Р7-Офис)
коммуникативные и лидерские навыки.
Будет плюсом:
навыки промптирования генеративного ИИ
релевантный опыт работы разработки и интеграции продуктов на основе ИИ-моделей ИИ
опыт адаптации ИИ-моделей под специфические бизнес-задачи
проактивность в поиске и внедрении инновационных решений, стремление к постоянному совершенствованию процессов.
УСЛОВИЯ
стабильный оклад, квартальный и годовой бонус
график работы 5/2, с 09:00 до 18:00
официальное оформление с первого дня
ДМС с первого дня и льготное страхование для близких
корпоративное обучение в Виртуальной школе Сбера
бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров
гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ.",2025-04-03,https://novosibirsk.hh.ru/vacancy/119128988?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119128988&employerId=3529&hhtmFrom=vacancy
Site Reliability Engineer (SRE) / Senior DevOps → CRO-Stack Lead,"360 000 ₽ за месяц, на руки",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: по договорённости,Формат работы: удалённо,"Site Reliability Engineer (SRE) / Senior DevOps → CRO-Stack Lead
Быстрорастущий финтех-продукт ищет опытного SRE / DevOps-инженера, который станет ключевым игроком в поддержке и развитии высоконагруженной инфраструктуры.
Смотрим в первую очередь на сильных синьоров, уверенно работающих с Kubernetes и PostgreSQL. У нас — реальный highload, динамичный микросервисный стек, и всё это требует стабильности, масштабируемости и наблюдаемости.
Текущий стек
Kubernetes (k8s) — в проде, много сервисов
PostgreSQL — активно используется, требуется опыт глубокой настройки и поддержки
Temporal, Golang, Python — разработка core-продукта
GitLab CI/CD, Terraform — инфраструктура как код, автоматизация
Grafana Stack — наблюдаемость, метрики, алерты

Что предстоит делать
Обслуживать и масштабировать продовую инфраструктуру под растущий highload
Поддерживать и развивать микросервисную архитектуру
Автоматизировать всё, что движется (CI/CD, деплой, тесты, мониторинг)
Работать рука об руку с разработкой и продуктом
Настраивать observability: метрики, алерты, логирование
Оптимизировать производительность и отказоустойчивость систем
Требования
Уверенный продовый опыт с Kubernetes и PostgreSQL
Глубокое понимание CI/CD-процессов, GitLab CI, Terraform
Опыт в инфраструктуре highload-продуктов
Навыки работы с observability-инструментами (Grafana Stack, Prometheus и др.)
Способность разбираться в сложных системах и самостоятельно предлагать решения
Желателен опыт работы с Temporal, Golang, Python (или желание разобраться в этом стеке)
Что предлагаем
Инфраструктурные вызовы, которые не наскучат
Возможность повлиять на архитектурные и технологические решения
Удалённая команда сильных разработчиков и инженеров
Минимум бюрократии, максимум здравого смысла
Конкурентное вознаграждение в $",2025-04-02,https://novosibirsk.hh.ru/vacancy/119083017?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119083017&employerId=6038553&hhtmFrom=vacancy
Аналитик данных (Управление качеством клиентского опыта),не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"ЗАДАЧИ, КОТОРЫЕ МЫ ПРЕДЛАГАЕМ:
Исследование внутренних бизнес-процессов Банка (хранение и передача данных);
Участие в проработке беклога (декомпозиция, приоритизация)
Анализ внутренних информационных систем Банка;
Проработка бизнес-требований по загрузке данных;
Работа с данными данных: поиск, анализ данных, разработка SQL скриптов (SQL, Hadoop)
Участие в проработке архитектуры информационных систем и способов интеграции источников;
Участие в проектах по интеграции информационных систем;
Постановка задач для разработчиков и контроль их выполнения;
Контроль работ со стороны смежных команд в рамках проекта, решения;
Формирование компетенции для Банка по внутренним данным;
Взаимодействие с командами Data science, ModelOps, DevOps и тестирования.
КАКИЕ ЗНАНИЯ И НАВЫКИ ДЛЯ НАС ВАЖНЫ:
Высшее образование:
Опыт работы в IT от 2-5 лет;
Опыт работы бизнес аналитиком, аналитиком данных от 2 лет;
Опыт анализа, проектирования и оптимизации бизнес-процессов;
Опыт работы с данными (поиск, исследование, анализ качества данных, построение отчетов, прототипов для витрин);
Опыт разработки модели данных;
Владение SQL на уверенном уровне (join, функции агрегации, сортировки и тд.);
Опыт работы с системами управления проектами/задачами (TFS/Jira и др.);
Опыт взаимодействия с командой разработки и тестирования;
Умение самостоятельно декомпозировать задачи и планировать собственную загрузку;
Аналитический склад ума, владение навыками эффективной коммуникации.
Будет плюсом:
Владение Python;
Опыт работы с Hadoop;
Опыт разработки витрин данных.",2025-04-02,https://novosibirsk.hh.ru/vacancy/119063895?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119063895&employerId=4649269&hhtmFrom=vacancy
Аналитик КХД/Дата-аналитик,не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"Обязанности:
Участие в построении хранилища данных (проектирование, определение сущностей, формирование витрин данных)
Разработка моделей витрин данных
Разработка и оптимизация процессов выгрузки данных из различных источников
Разработка процессов обработки данных
Согласование решений с архитектором и презентация заказчику
Разработка методов ETL и запуск в работу
Написание и выполнение тестовых сценариев, поддержка сверок с эталонными данными
Создание проектной документации (требования, S2T, модели данных, описание логики трансформации
Требования:
Опыт работы на проектах развития DWH/ DataLake - от 2-х лет (разработчиком будет преимуществом)
Опыт работы с реляционными базами данных (PostgreSQL, GreenPlan)
Глубокие знания в области SQL, включая понимание планов запросов, функций, процедур, индексов, партиций, методов сжатия данных, оптимизации запросов и других аспектов
Понимание принципов работы с Kafka/системами обмена сообщениями
Опыт работы с большими нагруженными системами
Готовность к рефакторингу моделей данных
Понимание концепций и принципов проектирования хранилищ данных (DWH): слои, витрины, агрегаты, полная-инкрементальная загрузка, Схема звезды, Схема снежинки, Data Vault, Anchor Modeling)
Data Governance и Data Quality. Понимание принципов управления данными, включая обеспечение качества данных, безопасности и соответствие нормативным требованиям
Опыт работы по построению хранилищ, витрин, моделей данных
Опыт владения и понимание внутренних механизмов ETL-инструментов Apache NiFi, Apache SeaTunnel и др.
Понимание систем оркестрации и планировщиков (Airflow и др.)
Опыт работы с GIT/Jira/Confluence
Желательные:
* Желателен опыт работы в банковской сфере, знание специфики работы с финансовыми данными
* Опыт проектирования баз данных и оптимизации производительности;
* Проектирование и реализация структур данных, алгоритмов загрузки и обработки данных в ХД;
* Опыт работы с Data Vault 2.0;
* Опыт работы на Python (базовые библиотеки);
* Практический опыт работы с потоковой обработкой данных (streaming/real-time) и с пакетной обработкой данных (batch);
* Способность выявлять и анализировать проблемы в данных, предлагать эффективные решения и оценивать их влияние на бизнес.
Условия:
Официальное оформление в аккредитованную IT-компанию.
Система ДМС со стоматологией.
Собственный учебный центр с тренингами по языкам программирования, soft skills, карьерному росту и пр.
Участие в крупных отраслевых мероприятиях.
Cпортивные и well-being мероприятия.
Корпоративные скидки от компаний-заказчиков и многое другое.",2025-04-02,https://novosibirsk.hh.ru/vacancy/119051171?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119051171&employerId=139&hhtmFrom=vacancy
Бизнес-аналитик голосовых сервисов,не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,"В СВЯЗИ С РАСШИРЕНИЕМ КОМАНДЫ МЫ ИЩЕМ ИНИЦИАТИВНОГО И ОПЫТНОГО БИЗНЕС-АНАЛИТИКА В КОМАНДУ ОТДЕЛА ВНЕДРЕНИЯ И РАЗВИТИЯ ГОЛОСОВЫХ СЕРВИСОВ.
МЫ ЗАНИМАЕМСЯ ПОВЫШЕНИЕМ ЭФФЕКТИВНОСТИ СИСТЕМ ИСХОДЯЩЕГО ОБЗВОНА БАНКА, ВНЕДРЯЕМ НОВЕЙШИЕ IT-ТЕХНОЛОГИИ В ГОЛОСОВЫХ СЕРВИСАХ, АВТОМАТИЗИРУЕМ ПРОЦЕССЫ, СВЯЗАННЫЕ С ТЕЛЕФОНИЕЙ. РАЗВИВАЕМ ВНУТРЕННИЕ ПРОДУКТЫ И СОТРУДНИЧАЕМ С КРУПНЫМИ ВЕНДОРАМИ.

СТЕК: SBC AudioCodes, SmartLogger, Genesys, Avaya, VoIP, SQL, Postgres, ClickHouse, Rest API

ОБЯЗАННОСТИ:
Выявление, анализ, декомпозиция и приоритизация бизнес- и пользовательских требований;
Коммуникации с командами разработки, сопровождения, вендорами и бизнесом для эффективной реализации задач;
Управление сроками и ожиданиями бизнеса;
Участие в тестировании новых фич и улучшений систем телефонии;
Документирование требований, составление пользовательских инструкций для бизнеса;
Проводить презентации реализованных фич для бизнеса.
ТРЕБОВАНИЯ:
Опыт работы в качестве бизнес-аналитика/менеджера проектов внедрения/развития от 1,5 лет, предпочтительно в сфере телекоммуникаций/голосовых технологий;
Знание методологий и основных инструментов бизнес-анализа (например, User Story, JTBD) и опыт работы с инструментами для моделирования процессов (BPMN/UML);
Понимание жизненного цикла продукта;
Знание современных методологий управления проектами и умение применять их на практике;
Отличные организационные и коммуникативные навыки, опыт проведения презентаций, совещаний и переговоров;
Умение работать в режиме многозадачности и принимать решения в условиях неопределенности;
Проактивность, клиентоориентированность, неконфликтность, отличная обучаемость.
Высшее образование

Будет плюсом:
Базовое знание SQL, умение читать ERD;
Базовое знание Python;
Базовое понимание технологий голосовой связи и систем телефонии (SIP, VoIP, IVR и т.д.).
УСЛОВИЯ:
Официальное оформление с первого дня выхода на работу
Атмосферу профессионального развития, вдохновленную принципами Agile
Профессиональную команду девелоперов, авторитетных тимлидов и опытных наставников
У нас самый уникальный портфель бенефитов по программе софинансирования (ДМС с стоматологией, ИТ-ипотека, фитнес, школа ин. языков на выбор, скидки на коробочные продукты банка и партнеров)
Мы поможем развить вашу проф. экспертизу: оплатим профессиональные тренинги и внешние образовательные курсы, участвуем в ИТ активностях (митапы, хакатоны, юконы)
Вовлеченность, комфорт, свобода, минимум бюрократии, нет дресс-кода, гибкое начало и завершение рабочего дня, приходи – с нами будет интересно!",2025-04-02,https://novosibirsk.hh.ru/vacancy/119066096?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119066096&employerId=5390761&hhtmFrom=vacancy
Программист отдела оптической сенсорики ПИШ НГУ,"100 000 ₽ за месяц, на руки",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,"Обязанности:
разработка программного обеспечения;
сопровождение полного цикла разработки верхнего ПО для прибора;
работа с алгоритмами обработки данных большого объема в режиме реального времени (распараллеливание и т.д.);
отладка ПО.
Требования:
среднее профессиональное образование;
не менее шести месяцев опыта практической работы в области разработки компьютерного программного обеспечения;
умение разрабатывать программы с графическим интерфейсом, предназначенные для общения с программируемыми платами и микроконтроллерами;
умение собирать исходный код в портируемое ПО для запуска на любой операционной системе;
навыки комплексного инженерного подхода к разработке прибора;
умение видеть готовый продукт (прибор), понимать логику разработки;
опыт работы с Qt Creator и сопутствующими программами (MinGW, CMake);
требуемые языки программирования: C, C++ (основные), Python (дополнительный);
опыт работы с Git;
опыт разработки приложений с GUI.
Условия:
График работы: пн- чт с 08:30 до 17:45, пт с 08:30 до 16:30;
работа в одном из ведущих университетов России;
интересные задачи;
дружный коллектив.",2025-04-01,https://novosibirsk.hh.ru/vacancy/118880022?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=118880022&employerId=1144831&hhtmFrom=vacancy
LLM Разработчик,не указано,не требуется,"Частичная занятость
Стажировка",График: 5/2,"Рабочие часы: 4, 6 или 8",Формат работы: на месте работодателя или гибрид,"True Engineering – аккредитованная российская ИТ-компания, стратегические партнеры по цифровой трансформации бизнеса S7 Airlines, Leroy Merlin, «ВСК», «Сбер» и других больших российских компаний.
18 лет мы сотрудничаем с ведущими компаниями в критических областях экономики Российской Федерации, такими как транспорт, страхование, нефте и газовая добыча и разведка, ритейл. Участвуем в развитии школы разработки и проектирования программного обеспечения на базе НГУ.
Зовем приложить руку к созданию по-настоящему полезных и красивых решений.
Чем нужно заниматься:
— R&D в области больших языковых моделей и RAG приложений
— R&D в области кластеризации неструктурированных данных
— R&D различных img2img, text2img, voice2text моделей для применения в Enterprise продуктов
— Построение и использование существующих моделей
— Работа с неструктурированными данным, подготовка датасетов, кластеризация, векторизация, обучение нейронных сетей (Chat моделей, Embedding моделей)
— Реализация AI инструментов и агентов для существующих и новых Enterprise продуктов для федеральных
Ты подходишь, если:
— учишься или уже закончил ВУЗ по специальности Информатика, Математика, Автоматизация
— готов работать от 20 до 40 часов в неделю
— владеешь языком Python
— Знаком с концепцией нейросетей, архитектурой transformer и т.п.
— Имеешь навыки работы в Git
Плюсом будет:
— Знакомство некоторыми из технологий: PyTorch, TensorFlow, Keras, Langchain, ChromDB, FAISS, ColBERT, NumPy, Pandas, Scikit-learn, Scikit-image
— Знание принципов OOП, шаблонов проектирования и умение их применять
— Любовь к математике и анализу данных
— Опыт работы с PostgreSQL
— Навыки работы с ORM
— Позитивное и внимательное отношение к юнит-тестам и интеграционным тестам
True Employer:
От нас сильная команда дизайна и разработки, поддержка PM, профессиональное окружение, современный технологический стек. Умные, честные, открытые коллеги. Простор для инженерной мысли и уютная рабочая среда.
C&B
Трудоустройство по ТК РФ
Белая заработная плата
ДМС со стоматологией
Гибкий рабочий график
Красивый офис
Корпоративная библиотека
Закрытая парковка
True Engineering - кто мы?
Аккредитованная российская ИТ-компания (с 2016 года).
Проектируем и строим цифровые высокодоступные Business Critical платформы. Автоматизируем Core бизнес, создаем клиентские сервисы и сервисы для партнерских сетей.
Проектируем возможности, работаем на результат, делаем на перспективу. К нам приходят с бизнес-задачей, а мы переводим ее в плоскость информационных технологий и решаем.
Инженерный подход позволяет закладывать в решение возможность его развития и глубокой модернизации. Создавать новые конкурентные преимущества для бизнеса.
Мы инженеры ИТ-отрасли. Смотрим в будущее, мысленно мы всегда на шаг впереди. Делаем сегодня то, что приведет нас в завтра. Осознанно и рачительно относимся к ресурсам. Ловим технологические тренды, исследуем, применяем инструменты на практике. Умеем и любим учиться, создаем технологические компетенции внутри себя, растим отраслевую бизнес-экспертизу.
Создание ценности - наша главная цель. Придумать работающее решение, создать его и добиться бизнес-результата. Знать, что в нем есть кусочек тебя лично, и ты можешь увидеть его в реальных цифрах, графиках, бизнес-показателях использования информационных систем.
Наши герои - это люди. Именно они творят настоящую историю о настоящих профессионалах, настоящих инженерах, настоящих нас.
Ценим профессионализм, простоту, душевность и юмор. С азартом беремся за работу, играем в долгую, принимаем решения и делаем осознанный выбор. Выбор быть настоящими.
Cтек технологий – Java, .Net, Python, React, Angular, Vue, iOS, Android.
Наш офис находится в новосибирском Академгородке. Мы помогаем с переездом из других городов. Если ты хочешь присоединиться к настоящим инженерам, напиши нам.",2025-03-31,https://novosibirsk.hh.ru/vacancy/118959324?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=118959324&employerId=53866&hhtmFrom=vacancy
